name,link,profile_photo,department,disciplines 
Yan Jinpeng,https://www.researchgate.net/profile/Yan-Jinpeng,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Celluar and Molecular Biology,['Sequencing']
Yongmei Liu,https://www.researchgate.net/profile/Yongmei-Liu-4,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Management Science and Information Management,[]
Xie Hongbin,https://www.researchgate.net/profile/Xie-Hongbin,https://i1.rgstatic.net/ii/profile.image/278870474412032-1443499310043_Q64/Xie-Hongbin.jpg,Department of Materialistic Chemistry,"['Applied Chemistry', 'Material Characterization', 'Electrochemical Analysis']"
Leon John,https://www.researchgate.net/profile/Leon-John-2,https://i1.rgstatic.net/ii/profile.image/278734646071296-1443466926017_Q64/Leon-John-2.jpg,Department of Communication Engineering,"['Mathematical Analysis', 'Real and Complex Analysis']"
Xiaoyu Yu,https://www.researchgate.net/profile/Xiaoyu-Yu-7,https://i1.rgstatic.net/ii/profile.image/279170568474635-1443570858410_Q64/Xiaoyu-Yu-7.jpg,State Key Laboratory of Powder Metallurgy,['Materials']
xp Daisy,https://www.researchgate.net/profile/Xp-Daisy,https://i1.rgstatic.net/ii/profile.image/279314068197406-1443605072032_Q64/Xp-Daisy.jpg,Clinical Pharmacy and Pharmacology Research Institute,['DNA']
Peng-Fei Zhang,https://www.researchgate.net/profile/Peng-Fei-Zhang,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,[]
Zhanhong Yang,https://www.researchgate.net/profile/Zhanhong-Yang,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,[]
Lainey He,https://www.researchgate.net/profile/Lainey-He,https://i1.rgstatic.net/ii/profile.image/279775361945610-1443715052559_Q64/Lainey-He.jpg,Clinical Pharmacy and Pharmacology Research Institute,"['Drug Safety', 'Clinical Pharmacy', 'Drug Information']"
Dan Dan Feng,https://www.researchgate.net/profile/Dan-Dan-Feng,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Physiology,[]
Jing Xia,https://www.researchgate.net/profile/Jing-Xia-15,https://i1.rgstatic.net/ii/profile.image/279907486715904-1443746553230_Q64/Jing-Xia-15.jpg,Department of Computer Science,['Computing']
Ji-Fang Wen,https://www.researchgate.net/profile/Ji_Fang_Wen,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Pathology,['Tumors']
Chi Zhang,https://www.researchgate.net/profile/Chi-Zhang-49,https://i1.rgstatic.net/ii/profile.image/280299654139911-1443840053772_Q64/Chi-Zhang-49.jpg,Institute of Psychiatry and Mental Health,"['Neuropsychiatry', 'Clinical Psychiatry']"
Dong Jun Huang,https://www.researchgate.net/profile/Dong-Huang-11,https://i1.rgstatic.net/ii/profile.image/309272867475457-1450747805268_Q64/Dong-Huang-11.jpg,Department of Computing Engineering,"['Detection', 'Content Analysis', 'Signal, Image and Video Processing']"
Pingping Lin,https://www.researchgate.net/profile/Pingping-Lin,https://i1.rgstatic.net/ii/profile.image/313435542228993-1451740264400_Q64/Pingping-Lin.jpg,Department of Automation,"['Control Theory', 'MATLAB Simulation', 'Robotics']"
Wang Dafu,https://www.researchgate.net/profile/Wang-Dafu,https://i1.rgstatic.net/ii/profile.image/320685900009473-1453468884857_Q64/Wang-Dafu.jpg,Department of Powdery Materials Science and Engineering,['Porous Materials']
Biao Shu,https://www.researchgate.net/profile/Biao-Shu,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Geological Engineering,"['Drilling', 'Well Drilling Technology', 'Wellbore stability']"
Jia He,https://www.researchgate.net/profile/Jia-He-3,https://i1.rgstatic.net/ii/profile.image/332209882976260-1456216416354_Q64/Jia-He-3.jpg, School of Materials Science and Engineering,"['Recording', 'Focused Ultrasound', 'Imaging']"
Xiaojun Hao,https://www.researchgate.net/profile/Xiaojun-Hao,https://i1.rgstatic.net/ii/profile.image/344800755765248-1459218314104_Q64/Xiaojun-Hao.jpg, School of Materials Science and Engineering,['Materials']
Gong Cheng,https://www.researchgate.net/profile/Gong-Cheng-26,https://i1.rgstatic.net/ii/profile.image/11431281128192739-1679317341098_Q64/Gong-Cheng-26.jpg,School of Geoscience and Info-Physics,['Satellite Image Processing']
Tingting Zhao,https://www.researchgate.net/profile/Tingting-Zhao-4,https://i1.rgstatic.net/ii/profile.image/497447279108096-1495612081306_Q64/Tingting-Zhao-4.jpg,Department of Bridge Engineering,"['Finite Element Analysis', 'Structural Dynamics', 'Dynamic Analysis']"
Junxia Gong,https://www.researchgate.net/profile/Junxia-Gong,https://i1.rgstatic.net/ii/profile.image/411263726309378-1475064321962_Q64/Junxia-Gong.jpg,School of Geoscience and Info-Physics,"['Spatial Analysis', 'Geostatistical Analysis', 'Mapping']"
Yingfen wu,https://www.researchgate.net/profile/Yingfen-Wu,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,"['Cell Culture', 'Cancer Biology', 'Western Blot Analysis']"
Jingyu Du,https://www.researchgate.net/profile/Jingyu-Du-2,https://i1.rgstatic.net/ii/profile.image/450781703872513-1484486141403_Q64/Jingyu-Du-2.jpg,Department of Electronic and Information Engineering,"['Digital Watermarking', 'Image Processing', 'Signal, Image and Video Processing']"
Long Jian,https://www.researchgate.net/profile/Long-Jian,https://i1.rgstatic.net/ii/profile.image/465477995634690-1487990010338_Q64/Long-Jian.jpg,Third Xiangya Hospital,"['Nursing', 'Clinical Nursing', 'Nursing Education']"
Lei Tan,https://www.researchgate.net/profile/Lei-Tan-16,https://i1.rgstatic.net/ii/profile.image/680017210130432-1539140145559_Q64/Lei-Tan-16.jpg,School of Metallurgy and Environment,[]
Chu Lei,https://www.researchgate.net/profile/Chu-Lei,https://i1.rgstatic.net/ii/profile.image/607307478093824-1521804794009_Q64/Chu-Lei.jpg,Department of Urban and Regional Planning,['Transportation Planning']
Zijun Qin,https://www.researchgate.net/profile/Zijun-Qin-2,https://i1.rgstatic.net/ii/profile.image/609857908506625-1522412864349_Q64/Zijun-Qin-2.jpg,Department of Powdery Materials Science and Engineering,"['Materials', 'Microstructure']"
Shanhong Lu,https://www.researchgate.net/profile/Shanhong-Lu-2,https://i1.rgstatic.net/ii/profile.image/609414222471168-1522307081777_Q64/Shanhong-Lu-2.jpg,Xiangya School of Medicine,"['Dendritic Cells', 'Cellular Immunology', 'Immunity']"
Jinghang Li,https://www.researchgate.net/profile/Jinghang-Li-3,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg, School of Materials Science and Engineering,[]
Lei Deng,https://www.researchgate.net/profile/Lei-Deng-30,https://i1.rgstatic.net/ii/profile.image/640260862115841-1529661493925_Q64/Lei-Deng-30.jpg,School of Information Science and Engineering,"['Machine Learning', 'Feature Extraction']"
Tanveer Ahmed Soomro,https://www.researchgate.net/profile/Tanveer-Soomro-4,https://i1.rgstatic.net/ii/profile.image/669242324185088-1536571212178_Q64/Tanveer-Soomro-4.jpg,State Key Laboratory of Medical Genetics,"['PCR', 'Cell Culture', 'Gel Electrophoresis']"
吴佳彬 吴佳彬,https://www.researchgate.net/profile/wujiabin-wujiabin-2,https://i1.rgstatic.net/ii/profile.image/688104293814276-1541068256600_Q64/wujiabin-wujiabin-2.jpg,Department of Public Administration,"['Public Policy Analysis', 'Academic Writing']"
Yin Chunyang,https://www.researchgate.net/profile/Yin-Chunyang,https://i1.rgstatic.net/ii/profile.image/1157413482831872-1652960286065_Q64/Yin-Chunyang.jpg,Department of Chemistry Engineering,"['Chemistry Education', 'Organic Synthesis']"
Zhenyu Wu,https://www.researchgate.net/profile/Zhenyu-Wu-16,https://i1.rgstatic.net/ii/profile.image/696491182137345-1543067846819_Q64/Zhenyu-Wu-16.jpg,Department of Chemistry Engineering,"['Applied Chemistry', 'Industrial Chemistry', 'Chemical Application']"
Ming-Tao Jia,https://www.researchgate.net/profile/Ming-Tao-Jia,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Resources and Safety Engineering,[]
志强 deng,https://www.researchgate.net/profile/zhiqiang-Deng-3,https://i1.rgstatic.net/ii/profile.image/771039206313986-1560841480136_Q64/zhiqiang-Deng-3.jpg,Department of Mechanical Design and Automation,[]
Sheng Yue,https://www.researchgate.net/profile/Sheng-Yue-3,https://i1.rgstatic.net/ii/profile.image/992274292961284-1613588035587_Q64/Sheng-Yue-3.jpg,Department of Computer Science,"['Computer Networking', 'Cloud Computing', 'Network Communication']"
Di Wang,https://www.researchgate.net/profile/Di-Wang-86,https://i1.rgstatic.net/ii/profile.image/833047171698689-1575625331724_Q64/Di-Wang-86.jpg,Department of Pharmacology,"['Immunohistochemistry', 'Cell Culture', 'Immunofluorescence']"
Tang Haifang,https://www.researchgate.net/profile/Tang-Haifang,https://i1.rgstatic.net/ii/profile.image/835162292117507-1576129615274_Q64/Tang-Haifang.jpg,School of Architecture and Art,['Supervised Learning']
Zhanghaitao haitao Zhang,https://www.researchgate.net/profile/Zhanghaitao_Zhang,https://i1.rgstatic.net/ii/profile.image/835279262867457-1576157503783_Q64/Zhanghaitao_Zhang.jpg,Department of Architecture,"['Architecture', 'Urban Planning', 'Urban Sustainability']"
Dazhou Ping,https://www.researchgate.net/profile/Dazhou-Ping,https://i1.rgstatic.net/ii/profile.image/869218463514625-1584249239700_Q64/Dazhou-Ping.jpg,Department of Geographic Information System,"['Environment', 'Spatial Analysis', 'Mapping']"
Wu Sihui,https://www.researchgate.net/profile/Wu-Sihui-2,https://i1.rgstatic.net/ii/profile.image/916324448485377-1595480181464_Q64/Wu-Sihui-2.jpg,School of Minerals Processing and Bioengineering,['Patch-Clamp Techniques']
Rui Chen,https://www.researchgate.net/profile/Rui-Chen-132,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,school of metallurgy and environment,[]
Yangjun Zou,https://www.researchgate.net/profile/Yangjun-Zou,https://i1.rgstatic.net/ii/profile.image/945333169311746-1602396399498_Q64/Yangjun-Zou.jpg,Institute of Aeronautics and Astronautics,"['Material Characteristics', 'Materials Testing']"
Di Hu,https://www.researchgate.net/profile/Di-Hu-46,https://i1.rgstatic.net/ii/profile.image/968699460718597-1607967357629_Q64/Di-Hu-46.jpg,Department of Bridge Engineering,['Concrete']
Qingqian Mo,https://www.researchgate.net/profile/Qingqian-Mo,https://i1.rgstatic.net/ii/profile.image/11431281093720331-1667267680343_Q64/Qingqian-Mo.jpg,psychology,[]
Haroon Ahmed Malik,https://www.researchgate.net/profile/Haroon-Malik-8,https://i1.rgstatic.net/ii/profile.image/1041756846055424-1625385595997_Q64/Haroon-Malik-8.jpg,Department of Geological Engineering,['Geological Engineering']
Xuanhan Cao,https://www.researchgate.net/profile/Xuanhan-Cao,https://i1.rgstatic.net/ii/profile.image/1073552946102273-1632966376482_Q64/Xuanhan-Cao.jpg,Department of Public Administration,['Pedagogy and Education']
Xian ya Jing,https://www.researchgate.net/profile/Xian-Jing-3,https://i1.rgstatic.net/ii/profile.image/1130548869238786-1646555263242_Q64/Xian-Jing-3.jpg,Xiangya School of Medicine,[]
Xiaozhen Zhang,https://www.researchgate.net/profile/Xiaozhen-Zhang-3,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,"['Sustainable Agriculture', 'Climate Change and Agriculture', 'Agricultural Development']"
Jingwei Zhang,https://www.researchgate.net/profile/Jingwei-Zhang-62,https://i1.rgstatic.net/ii/profile.image/1102916316336129-1639967149852_Q64/Jingwei-Zhang-62.jpg,School of Civil Engineering,['Structural Vibration']
Baichao Zhang,https://www.researchgate.net/profile/Baichao-Zhang-5,https://i1.rgstatic.net/ii/profile.image/1103841844035584-1640187812006_Q64/Baichao-Zhang-5.jpg,Institute of Chemistry and Chemical Engineering,"['Surface Modification', 'Nanomaterials', 'Electronic Recycling']"
Haibo Tang,https://www.researchgate.net/profile/Haibo-Tang-5,https://i1.rgstatic.net/ii/profile.image/1122971536109570-1644748686924_Q64/Haibo-Tang-5.jpg,Department of Gastroenterology (3rd),"['multi-omic', 'Bariatric Surgery']"
Weixun Feng,https://www.researchgate.net/profile/Weixun-Feng,https://i1.rgstatic.net/ii/profile.image/1131694346252288-1646828366274_Q64/Weixun-Feng.jpg,Department of Applied Mathematics,"['Mathematical Analysis', 'Real Analysis', 'Fourier Analysis']"
Ze Zhang,https://www.researchgate.net/profile/Ze-Zhang-57,https://i1.rgstatic.net/ii/profile.image/1146062056235013-1650253895237_Q64/Ze-Zhang-57.jpg,School of Traffic and Transportation Engineering,"['Transportation', 'Transport Engineering', 'Transportation Planning']"
Kaifeng Li,https://www.researchgate.net/profile/Kaifeng-Li-6,https://i1.rgstatic.net/ii/profile.image/1155155793854467-1652422011191_Q64/Kaifeng-Li-6.jpg, School of Materials Science and Engineering,"['Material Characterization', 'X-ray Diffraction', 'XRD Analysis']"
Shijun Zhao,https://www.researchgate.net/profile/Shijun-Zhao-3,https://i1.rgstatic.net/ii/profile.image/11431281082608249-1662090320054_Q64/Shijun-Zhao-3.jpg,,"['Microstructure', 'Multiscale Modeling']"
Ishmail Conteh,https://www.researchgate.net/profile/Ishmail-Conteh,https://i1.rgstatic.net/ii/profile.image/11431281105916443-1670520481793_Q64/Ishmail-Conteh.jpg,"Epidemiology and Health Statistics, Xiangya School of Public Health","['Research Papers', 'Scientific Communication', 'Scientific Publication']"
Jiao Ao,https://www.researchgate.net/profile/Jiao-Ao-3,https://i1.rgstatic.net/ii/profile.image/11431281109453994-1672027831125_Q64/Jiao-Ao-3.jpg,Department of Fire Engineering,[]
Li Cao,https://www.researchgate.net/profile/Li-Cao-45,https://i1.rgstatic.net/ii/profile.image/11431281180596259-1691657003651_Q64/Li-Cao-45.jpg,Department of Electronic Information Science and Technology,[]
Hezekiah Musonda,https://www.researchgate.net/profile/Hezekiah-Musonda-2,https://i1.rgstatic.net/ii/profile.image/11431281118235497-1675698759042_Q64/Hezekiah-Musonda-2.jpg,School of Traffic and Transportation Engineering,"['Transportation Planning', 'Transportation', 'Traffic Engineering']"
Siqi Zhou,https://www.researchgate.net/profile/Siqi-Zhou-22,https://i1.rgstatic.net/ii/profile.image/11431281125505729-1678341227990_Q64/Siqi-Zhou-22.jpg,School of Nursing,"['Treatment', 'Mental Illness', 'Clinical Assessment']"
Muhammad Ramzan,https://www.researchgate.net/profile/Muhammad-Ramzan-56,https://i1.rgstatic.net/ii/profile.image/11431281151722534-1682002198886_Q64/Muhammad-Ramzan-56.jpg,School of Business,"['SmartPLS', 'Structural Equation Modeling']"
Rengui Lai,https://www.researchgate.net/profile/Rengui-Lai,https://i1.rgstatic.net/ii/profile.image/11431281156176705-1683424582443_Q64/Rengui-Lai.jpg,Department of Road Engineering,"['Highway Engineering', 'Road Construction', 'Pavement Engineering']"
Zhenyu Wang,https://www.researchgate.net/profile/Zhenyu-Wang-133,https://i1.rgstatic.net/ii/profile.image/11431281169682064-1687422984373_Q64/Zhenyu-Wang-133.jpg,School of Resources and Safety Engineering,[]
Congxiang Yuan,https://www.researchgate.net/profile/Congxiang-Yuan,https://i1.rgstatic.net/ii/profile.image/11431281186710860-1694008952364_Q64/Congxiang-Yuan.jpg,School of Resources and Safety Engineering,"['Mechanical Properties', 'Mechanical Testing', 'Failure Analysis']"
Yusra Iftikhar,https://www.researchgate.net/profile/Yusra-Iftikhar,https://i1.rgstatic.net/ii/profile.image/11431281188530589-1694678290463_Q64/Yusra-Iftikhar.jpg,Department of Civil Engineering and Management,"['Concrete', 'Cement', 'Concrete Material Technology']"
Ke Qin,https://www.researchgate.net/profile/Ke-Qin-12,https://i1.rgstatic.net/ii/profile.image/11431281197738935-1697100551714_Q64/Ke-Qin-12.jpg,Department of Biomedical Engineering,[]
Yuankang Xie,https://www.researchgate.net/profile/Yuankang-Xie-2,https://i1.rgstatic.net/ii/profile.image/11431281229095169-1710330864943_Q64/Yuankang-Xie-2.jpg, School of Materials Science and Engineering,"['Alloys', 'Grain Boundaries', 'Mechanical Properties']"
Baoxing Zhao,https://www.researchgate.net/profile/Baoxing-Zhao,https://i1.rgstatic.net/ii/profile.image/541219585355776-1506048212910_Q64/Baoxing-Zhao.jpg,,[]
Pan Chen,https://www.researchgate.net/profile/Pan-Chen-22,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Cancer Research Institute,[]
